entity_cd,entity_name,year,subgroup_name,cohort,grad_rate
591401060005,Monticello High School,2022,American Indian or Alaska Native,Combined,s
591401060005,Monticello High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
591502040004,Sullivan West High School,2022,Multiracial,Combined,s
591502040004,Sullivan West High School,2022,Hispanic or Latino,Combined,s
591502040004,Sullivan West High School,2022,English Language Learner,Combined,s
591502040004,Sullivan West High School,2022,Students with Disabilities,Combined,s
591502040004,Sullivan West High School,2022,Black or African American,Combined,s
591502040004,Sullivan West High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
591502040004,Sullivan West High School,2022,American Indian or Alaska Native,Combined,s
600101060006,Waverly High School,2022,Hispanic or Latino,Combined,s
600101060006,Waverly High School,2022,Multiracial,Combined,s
600101060006,Waverly High School,2022,English Language Learner,Combined,s
600101060006,Waverly High School,2022,American Indian or Alaska Native,Combined,s
600101060006,Waverly High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
600101060006,Waverly High School,2022,Black or African American,Combined,s
600301040002,Candor Junior-Senior High School,2022,Hispanic or Latino,Combined,s
600301040002,Candor Junior-Senior High School,2022,Multiracial,Combined,s
600301040002,Candor Junior-Senior High School,2022,English Language Learner,Combined,s
600301040002,Candor Junior-Senior High School,2022,Black or African American,Combined,s
600301040002,Candor Junior-Senior High School,2022,Students with Disabilities,Combined,s
600301040002,Candor Junior-Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
600301040002,Candor Junior-Senior High School,2022,American Indian or Alaska Native,Combined,s
600402040004,Newark Valley Senior Hs,2022,Hispanic or Latino,Combined,s
600402040004,Newark Valley Senior Hs,2022,Multiracial,Combined,s
600402040004,Newark Valley Senior Hs,2022,English Language Learner,Combined,s
600402040004,Newark Valley Senior Hs,2022,Black or African American,Combined,s
600402040004,Newark Valley Senior Hs,2022,Students with Disabilities,Combined,s
600402040004,Newark Valley Senior Hs,2022,American Indian or Alaska Native,Combined,s
600402040004,Newark Valley Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
600601060007,Owego Free Academy,2022,Hispanic or Latino,Combined,s
600601060007,Owego Free Academy,2022,Multiracial,Combined,s
600601060007,Owego Free Academy,2022,English Language Learner,Combined,s
600601060007,Owego Free Academy,2022,Black or African American,Combined,s
600601060007,Owego Free Academy,2022,American Indian or Alaska Native,Combined,s
600601060007,Owego Free Academy,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
600801040002,Spencer-Van Etten High School,2022,Multiracial,Combined,s
600801040002,Spencer-Van Etten High School,2022,English Language Learner,Combined,s
600801040002,Spencer-Van Etten High School,2022,Students with Disabilities,Combined,s
600801040002,Spencer-Van Etten High School,2022,American Indian or Alaska Native,Combined,s
600801040002,Spencer-Van Etten High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
600801040002,Spencer-Van Etten High School,2022,Hispanic or Latino,Combined,s
600801040002,Spencer-Van Etten High School,2022,Black or African American,Combined,s
600903040001,Tioga Senior High School,2022,Hispanic or Latino,Combined,s
600903040001,Tioga Senior High School,2022,Multiracial,Combined,s
600903040001,Tioga Senior High School,2022,English Language Learner,Combined,s
600903040001,Tioga Senior High School,2022,Black or African American,Combined,s
600903040001,Tioga Senior High School,2022,Students with Disabilities,Combined,s
600903040001,Tioga Senior High School,2022,American Indian or Alaska Native,Combined,s
600903040001,Tioga Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610301060003,Dryden High School,2022,Hispanic or Latino,Combined,s
610301060003,Dryden High School,2022,Multiracial,Combined,s
610301060003,Dryden High School,2022,English Language Learner,Combined,s
610301060003,Dryden High School,2022,Black or African American,Combined,s
610301060003,Dryden High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610301060003,Dryden High School,2022,American Indian or Alaska Native,Combined,s
610327020002,George Junior Republic School,2022,White,Combined,s
610327020002,George Junior Republic School,2022,Hispanic or Latino,Combined,s
610327020002,George Junior Republic School,2022,Multiracial,Combined,s
610327020002,George Junior Republic School,2022,Economically Disadvantaged,Combined,s
610327020002,George Junior Republic School,2022,Black or African American,Combined,s
610327020002,George Junior Republic School,2022,Students with Disabilities,Combined,s
610327020002,George Junior Republic School,2022,English Language Learner,Combined,s
610327020002,George Junior Republic School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610327020002,George Junior Republic School,2022,American Indian or Alaska Native,Combined,s
610501040001,Groton Junior/Senior High School,2022,Hispanic or Latino,Combined,s
610501040001,Groton Junior/Senior High School,2022,Multiracial,Combined,s
610501040001,Groton Junior/Senior High School,2022,English Language Learner,Combined,s
610501040001,Groton Junior/Senior High School,2022,Black or African American,Combined,s
610501040001,Groton Junior/Senior High School,2022,Students with Disabilities,Combined,s
610501040001,Groton Junior/Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610501040001,Groton Junior/Senior High School,2022,American Indian or Alaska Native,Combined,s
610600010017,Ithaca Senior High School,2022,English Language Learner,Combined,s
610600010017,Ithaca Senior High School,2022,American Indian or Alaska Native,Combined,s
610600010019,Lehman Alternative Comm School,2022,Hispanic or Latino,Combined,s
610600010019,Lehman Alternative Comm School,2022,Multiracial,Combined,s
610600010019,Lehman Alternative Comm School,2022,Economically Disadvantaged,Combined,s
610600010019,Lehman Alternative Comm School,2022,Black or African American,Combined,s
610600010019,Lehman Alternative Comm School,2022,Students with Disabilities,Combined,s
610600010019,Lehman Alternative Comm School,2022,English Language Learner,Combined,s
610600010019,Lehman Alternative Comm School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610600010019,Lehman Alternative Comm School,2022,American Indian or Alaska Native,Combined,s
610600860944,New Roots Charter School,2022,Hispanic or Latino,Combined,s
610600860944,New Roots Charter School,2022,Multiracial,Combined,s
610600860944,New Roots Charter School,2022,English Language Learner,Combined,s
610600860944,New Roots Charter School,2022,Black or African American,Combined,s
610600860944,New Roots Charter School,2022,Students with Disabilities,Combined,s
610600860944,New Roots Charter School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610600860944,New Roots Charter School,2022,American Indian or Alaska Native,Combined,s
610801040002,Lansing High School,2022,Hispanic or Latino,Combined,s
610801040002,Lansing High School,2022,Multiracial,Combined,s
610801040002,Lansing High School,2022,Black or African American,Combined,s
610801040002,Lansing High School,2022,English Language Learner,Combined,s
610801040002,Lansing High School,2022,Students with Disabilities,Combined,s
610801040002,Lansing High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610801040002,Lansing High School,2022,American Indian or Alaska Native,Combined,s
610901040003,Newfield Senior High School,2022,Hispanic or Latino,Combined,s
610901040003,Newfield Senior High School,2022,Multiracial,Combined,s
610901040003,Newfield Senior High School,2022,English Language Learner,Combined,s
610901040003,Newfield Senior High School,2022,Students with Disabilities,Combined,s
610901040003,Newfield Senior High School,2022,American Indian or Alaska Native,Combined,s
610901040003,Newfield Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
610901040003,Newfield Senior High School,2022,Black or African American,Combined,s
611001040002,Charles O Dickerson High School,2022,Hispanic or Latino,Combined,s
611001040002,Charles O Dickerson High School,2022,Multiracial,Combined,s
611001040002,Charles O Dickerson High School,2022,English Language Learner,Combined,s
611001040002,Charles O Dickerson High School,2022,Black or African American,Combined,s
611001040002,Charles O Dickerson High School,2022,Students with Disabilities,Combined,s
611001040002,Charles O Dickerson High School,2022,American Indian or Alaska Native,Combined,s
611001040002,Charles O Dickerson High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
620600010022,Kingston High School,2022,American Indian or Alaska Native,Combined,s
620803040002,Highland High School,2022,Multiracial,Combined,s
620803040002,Highland High School,2022,English Language Learner,Combined,s
620803040002,Highland High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
620803040002,Highland High School,2022,American Indian or Alaska Native,Combined,s
620901060001,Rondout Valley High School,2022,Hispanic or Latino,Combined,s
620901060001,Rondout Valley High School,2022,Multiracial,Combined,s
620901060001,Rondout Valley High School,2022,English Language Learner,Combined,s
620901060001,Rondout Valley High School,2022,American Indian or Alaska Native,Combined,s
620901060001,Rondout Valley High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
620901060001,Rondout Valley High School,2022,Black or African American,Combined,s
621001060005,Marlboro Central High School,2022,Multiracial,Combined,s
621001060005,Marlboro Central High School,2022,English Language Learner,Combined,s
621001060005,Marlboro Central High School,2022,American Indian or Alaska Native,Combined,s
621001060005,Marlboro Central High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
621101060005,New Paltz Senior High School,2022,Multiracial,Combined,s
621101060005,New Paltz Senior High School,2022,English Language Learner,Combined,s
621101060005,New Paltz Senior High School,2022,Students with Disabilities,Combined,s
621101060005,New Paltz Senior High School,2022,Black or African American,Combined,s
621101060005,New Paltz Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
621101060005,New Paltz Senior High School,2022,American Indian or Alaska Native,Combined,s
621201060005,Onteora High School,2022,Multiracial,Combined,s
621201060005,Onteora High School,2022,English Language Learner,Combined,s
621201060005,Onteora High School,2022,Black or African American,Combined,s
621201060005,Onteora High School,2022,American Indian or Alaska Native,Combined,s
621201060005,Onteora High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
621601060007,Saugerties Senior High School,2022,Multiracial,Combined,s
621601060007,Saugerties Senior High School,2022,Black or African American,Combined,s
621601060007,Saugerties Senior High School,2022,English Language Learner,Combined,s
621601060007,Saugerties Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
621601060007,Saugerties Senior High School,2022,American Indian or Alaska Native,Combined,s
621801060005,Wallkill Senior High School,2022,English Language Learner,Combined,s
621801060005,Wallkill Senior High School,2022,Multiracial,Combined,s
621801060005,Wallkill Senior High School,2022,Black or African American,Combined,s
621801060005,Wallkill Senior High School,2022,American Indian or Alaska Native,Combined,s
621801060005,Wallkill Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
622002060004,Ellenville Junior/Senior High School,2022,Multiracial,Combined,s
622002060004,Ellenville Junior/Senior High School,2022,English Language Learner,Combined,s
622002060004,Ellenville Junior/Senior High School,2022,American Indian or Alaska Native,Combined,s
622002060004,Ellenville Junior/Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630101040001,Bolton Central School,2022,Hispanic or Latino,Combined,s
630101040001,Bolton Central School,2022,Multiracial,Combined,s
630101040001,Bolton Central School,2022,Economically Disadvantaged,Combined,s
630101040001,Bolton Central School,2022,English Language Learner,Combined,s
630101040001,Bolton Central School,2022,Students with Disabilities,Combined,s
630101040001,Bolton Central School,2022,Black or African American,Combined,s
630101040001,Bolton Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630101040001,Bolton Central School,2022,American Indian or Alaska Native,Combined,s
630202040001,North Warren Central School,2022,Hispanic or Latino,Combined,s
630202040001,North Warren Central School,2022,Multiracial,Combined,s
630202040001,North Warren Central School,2022,English Language Learner,Combined,s
630202040001,North Warren Central School,2022,Students with Disabilities,Combined,s
630202040001,North Warren Central School,2022,Black or African American,Combined,s
630202040001,North Warren Central School,2022,American Indian or Alaska Native,Combined,s
630202040001,North Warren Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630300010007,Glens Falls Senior High School,2022,Hispanic or Latino,Combined,s
630300010007,Glens Falls Senior High School,2022,Multiracial,Combined,s
630300010007,Glens Falls Senior High School,2022,Black or African American,Combined,s
630300010007,Glens Falls Senior High School,2022,English Language Learner,Combined,s
630300010007,Glens Falls Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630300010007,Glens Falls Senior High School,2022,American Indian or Alaska Native,Combined,s
630601040001,Johnsburg Central School,2022,Hispanic or Latino,Combined,s
630601040001,Johnsburg Central School,2022,Multiracial,Combined,s
630601040001,Johnsburg Central School,2022,Economically Disadvantaged,Combined,s
630601040001,Johnsburg Central School,2022,English Language Learner,Combined,s
630601040001,Johnsburg Central School,2022,Students with Disabilities,Combined,s
630601040001,Johnsburg Central School,2022,Black or African American,Combined,s
630601040001,Johnsburg Central School,2022,American Indian or Alaska Native,Combined,s
630601040001,Johnsburg Central School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,Hispanic or Latino,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,Multiracial,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,English Language Learner,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,Black or African American,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,Students with Disabilities,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,American Indian or Alaska Native,Combined,s
630701040003,Lake George Junior-Senior High Schoo,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,Multiracial,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,English Language Learner,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,Students with Disabilities,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,Black or African American,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
630801040001,Hadley-Luzerne Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
630902030002,Queensbury Senior High School,2022,Hispanic or Latino,Combined,s
630902030002,Queensbury Senior High School,2022,Multiracial,Combined,s
630902030002,Queensbury Senior High School,2022,English Language Learner,Combined,s
630902030002,Queensbury Senior High School,2022,Black or African American,Combined,s
630902030002,Queensbury Senior High School,2022,American Indian or Alaska Native,Combined,s
630902030002,Queensbury Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,Multiracial,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,English Language Learner,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,Students with Disabilities,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,Black or African American,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
631201040001,Warrensburg Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,English Language Learner,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,Hispanic or Latino,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,Multiracial,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,Students with Disabilities,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,American Indian or Alaska Native,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
640101040001,Argyle Junior/Senior Hs,2022,Black or African American,Combined,s
640502040001,Fort Ann Middle/High School,2022,Hispanic or Latino,Combined,s
640502040001,Fort Ann Middle/High School,2022,Multiracial,Combined,s
640502040001,Fort Ann Middle/High School,2022,English Language Learner,Combined,s
640502040001,Fort Ann Middle/High School,2022,Black or African American,Combined,s
640502040001,Fort Ann Middle/High School,2022,Students with Disabilities,Combined,s
640502040001,Fort Ann Middle/High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
640502040001,Fort Ann Middle/High School,2022,American Indian or Alaska Native,Combined,s
640601020001,Fort Edward School,2022,Hispanic or Latino,Combined,s
640601020001,Fort Edward School,2022,Multiracial,Combined,s
640601020001,Fort Edward School,2022,Economically Disadvantaged,Combined,s
640601020001,Fort Edward School,2022,English Language Learner,Combined,s
640601020001,Fort Edward School,2022,Black or African American,Combined,s
640601020001,Fort Edward School,2022,Students with Disabilities,Combined,s
640601020001,Fort Edward School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
640601020001,Fort Edward School,2022,American Indian or Alaska Native,Combined,s
640701040003,Granville Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
640701040003,Granville Junior-Senior Hs,2022,Multiracial,Combined,s
640701040003,Granville Junior-Senior Hs,2022,English Language Learner,Combined,s
640701040003,Granville Junior-Senior Hs,2022,Black or African American,Combined,s
640701040003,Granville Junior-Senior Hs,2022,Students with Disabilities,Combined,s
640701040003,Granville Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
640701040003,Granville Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,Multiracial,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,English Language Learner,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,Students with Disabilities,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
640801040002,Greenwich Junior-Senior Hs,2022,Black or African American,Combined,s
641001040001,Hartford Middle/High School,2022,Multiracial,Combined,s
641001040001,Hartford Middle/High School,2022,Hispanic or Latino,Combined,s
641001040001,Hartford Middle/High School,2022,English Language Learner,Combined,s
641001040001,Hartford Middle/High School,2022,Students with Disabilities,Combined,s
641001040001,Hartford Middle/High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
641001040001,Hartford Middle/High School,2022,Black or African American,Combined,s
641001040001,Hartford Middle/High School,2022,American Indian or Alaska Native,Combined,s
641301060001,Hudson Falls High School,2022,Hispanic or Latino,Combined,s
641301060001,Hudson Falls High School,2022,Multiracial,Combined,s
641301060001,Hudson Falls High School,2022,English Language Learner,Combined,s
641301060001,Hudson Falls High School,2022,Black or African American,Combined,s
641301060001,Hudson Falls High School,2022,American Indian or Alaska Native,Combined,s
641301060001,Hudson Falls High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
641501040001,Salem High School,2022,Hispanic or Latino,Combined,s
641501040001,Salem High School,2022,Multiracial,Combined,s
641501040001,Salem High School,2022,English Language Learner,Combined,s
641501040001,Salem High School,2022,Students with Disabilities,Combined,s
641501040001,Salem High School,2022,Black or African American,Combined,s
641501040001,Salem High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
641501040001,Salem High School,2022,American Indian or Alaska Native,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,Multiracial,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,English Language Learner,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,Students with Disabilities,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,Black or African American,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
641610040003,Cambridge Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,Hispanic or Latino,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,Multiracial,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,Black or African American,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,Students with Disabilities,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,English Language Learner,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
641701060002,Whitehall Jr-Sr High School,2022,American Indian or Alaska Native,Combined,s
650101060006,Newark Senior Hs,2022,English Language Learner,Combined,s
650101060006,Newark Senior Hs,2022,Multiracial,Combined,s
650101060006,Newark Senior Hs,2022,American Indian or Alaska Native,Combined,s
650101060006,Newark Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650301040003,Clyde-Savannah High School,2022,Hispanic or Latino,Combined,s
650301040003,Clyde-Savannah High School,2022,Multiracial,Combined,s
650301040003,Clyde-Savannah High School,2022,English Language Learner,Combined,s
650301040003,Clyde-Savannah High School,2022,Black or African American,Combined,s
650301040003,Clyde-Savannah High School,2022,Students with Disabilities,Combined,s
650301040003,Clyde-Savannah High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650301040003,Clyde-Savannah High School,2022,American Indian or Alaska Native,Combined,s
650501040002,Lyons Senior High School,2022,English Language Learner,Combined,s
650501040002,Lyons Senior High School,2022,Hispanic or Latino,Combined,s
650501040002,Lyons Senior High School,2022,Multiracial,Combined,s
650501040002,Lyons Senior High School,2022,Black or African American,Combined,s
650501040002,Lyons Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650501040002,Lyons Senior High School,2022,American Indian or Alaska Native,Combined,s
650701040002,Marion Junior-Senior Hs,2022,Hispanic or Latino,Combined,s
650701040002,Marion Junior-Senior Hs,2022,Multiracial,Combined,s
650701040002,Marion Junior-Senior Hs,2022,Black or African American,Combined,s
650701040002,Marion Junior-Senior Hs,2022,Students with Disabilities,Combined,s
650701040002,Marion Junior-Senior Hs,2022,English Language Learner,Combined,s
650701040002,Marion Junior-Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650701040002,Marion Junior-Senior Hs,2022,American Indian or Alaska Native,Combined,s
650801060003,Wayne Senior High School,2022,Hispanic or Latino,Combined,s
650801060003,Wayne Senior High School,2022,Multiracial,Combined,s
650801060003,Wayne Senior High School,2022,English Language Learner,Combined,s
650801060003,Wayne Senior High School,2022,Black or African American,Combined,s
650801060003,Wayne Senior High School,2022,American Indian or Alaska Native,Combined,s
650801060003,Wayne Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650901060001,Palmyra-Macedon Senior High School,2022,Hispanic or Latino,Combined,s
650901060001,Palmyra-Macedon Senior High School,2022,Multiracial,Combined,s
650901060001,Palmyra-Macedon Senior High School,2022,Black or African American,Combined,s
650901060001,Palmyra-Macedon Senior High School,2022,English Language Learner,Combined,s
650901060001,Palmyra-Macedon Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650901060001,Palmyra-Macedon Senior High School,2022,American Indian or Alaska Native,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,Hispanic or Latino,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,Multiracial,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,English Language Learner,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,Black or African American,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,Students with Disabilities,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
650902040001,Gananda/R A Cirillo High School,2022,American Indian or Alaska Native,Combined,s
651201060003,Sodus Jr/Sr High School,2022,English Language Learner,Combined,s
651201060003,Sodus Jr/Sr High School,2022,Multiracial,Combined,s
651201060003,Sodus Jr/Sr High School,2022,Black or African American,Combined,s
651201060003,Sodus Jr/Sr High School,2022,Students with Disabilities,Combined,s
651201060003,Sodus Jr/Sr High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
651201060003,Sodus Jr/Sr High School,2022,American Indian or Alaska Native,Combined,s
651402040002,Williamson Senior High School,2022,Hispanic or Latino,Combined,s
651402040002,Williamson Senior High School,2022,Multiracial,Combined,s
651402040002,Williamson Senior High School,2022,Black or African American,Combined,s
651402040002,Williamson Senior High School,2022,Students with Disabilities,Combined,s
651402040002,Williamson Senior High School,2022,English Language Learner,Combined,s
651402040002,Williamson Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
651402040002,Williamson Senior High School,2022,American Indian or Alaska Native,Combined,s
651501060005,North Rose-Wolcott High School,2022,Hispanic or Latino,Combined,s
651501060005,North Rose-Wolcott High School,2022,Multiracial,Combined,s
651501060005,North Rose-Wolcott High School,2022,English Language Learner,Combined,s
651501060005,North Rose-Wolcott High School,2022,Black or African American,Combined,s
651501060005,North Rose-Wolcott High School,2022,Students with Disabilities,Combined,s
651501060005,North Rose-Wolcott High School,2022,American Indian or Alaska Native,Combined,s
651501060005,North Rose-Wolcott High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
651503040003,Red Creek High School,2022,Hispanic or Latino,Combined,s
651503040003,Red Creek High School,2022,English Language Learner,Combined,s
651503040003,Red Creek High School,2022,Multiracial,Combined,s
651503040003,Red Creek High School,2022,Students with Disabilities,Combined,s
651503040003,Red Creek High School,2022,Black or African American,Combined,s
651503040003,Red Creek High School,2022,American Indian or Alaska Native,Combined,s
651503040003,Red Creek High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660101030004,John Jay High School,2022,Multiracial,Combined,s
660101030004,John Jay High School,2022,English Language Learner,Combined,s
660101030004,John Jay High School,2022,Black or African American,Combined,s
660101030004,John Jay High School,2022,American Indian or Alaska Native,Combined,s
660101030004,John Jay High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660102060006,Fox Lane High School,2022,Multiracial,Combined,s
660102060006,Fox Lane High School,2022,American Indian or Alaska Native,Combined,s
660102060006,Fox Lane High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660202030003,Croton-Harmon  High School,2022,Multiracial,Combined,s
660202030003,Croton-Harmon  High School,2022,English Language Learner,Combined,s
660202030003,Croton-Harmon  High School,2022,Students with Disabilities,Combined,s
660202030003,Croton-Harmon  High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660202030003,Croton-Harmon  High School,2022,American Indian or Alaska Native,Combined,s
660202030003,Croton-Harmon  High School,2022,Black or African American,Combined,s
660203060005,Hendrick Hudson High School,2022,Multiracial,Combined,s
660203060005,Hendrick Hudson High School,2022,English Language Learner,Combined,s
660203060005,Hendrick Hudson High School,2022,Black or African American,Combined,s
660203060005,Hendrick Hudson High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660203060005,Hendrick Hudson High School,2022,American Indian or Alaska Native,Combined,s
660301030006,Eastchester Senior High School,2022,Multiracial,Combined,s
660301030006,Eastchester Senior High School,2022,English Language Learner,Combined,s
660301030006,Eastchester Senior High School,2022,Economically Disadvantaged,Combined,s
660301030006,Eastchester Senior High School,2022,Black or African American,Combined,s
660301030006,Eastchester Senior High School,2022,American Indian or Alaska Native,Combined,s
660302030002,Tuckahoe High School,2022,Hispanic or Latino,Combined,s
660302030002,Tuckahoe High School,2022,Multiracial,Combined,s
660302030002,Tuckahoe High School,2022,English Language Learner,Combined,s
660302030002,Tuckahoe High School,2022,Students with Disabilities,Combined,s
660302030002,Tuckahoe High School,2022,Black or African American,Combined,s
660302030002,Tuckahoe High School,2022,American Indian or Alaska Native,Combined,s
660302030002,Tuckahoe High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660303030002,Bronxville High School,2022,Hispanic or Latino,Combined,s
660303030002,Bronxville High School,2022,Economically Disadvantaged,Combined,s
660303030002,Bronxville High School,2022,English Language Learner,Combined,s
660303030002,Bronxville High School,2022,Multiracial,Combined,s
660303030002,Bronxville High School,2022,Black or African American,Combined,s
660303030002,Bronxville High School,2022,Students with Disabilities,Combined,s
660303030002,Bronxville High School,2022,American Indian or Alaska Native,Combined,s
660303030002,Bronxville High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660401030003,Sleepy Hollow High School,2022,Multiracial,Combined,s
660401030003,Sleepy Hollow High School,2022,American Indian or Alaska Native,Combined,s
660401030003,Sleepy Hollow High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
660401030003,Sleepy Hollow High School,2022,Black or African American,Combined,s
660402020001,Irvington High School,2022,Hispanic or Latino,Combined,s
