entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
441301060004,Orange,Valley Csd (Montgomery),5,Valley Central High School,2022,White,94.1
441301060004,Orange,Valley Csd (Montgomery),5,Valley Central High School,2022,Hispanic or Latino,91.6
441301060004,Orange,Valley Csd (Montgomery),5,Valley Central High School,2022,Economically Disadvantaged,86.0
441301060004,Orange,Valley Csd (Montgomery),5,Valley Central High School,2022,Black or African American,91.5
441301060004,Orange,Valley Csd (Montgomery),5,Valley Central High School,2022,Students with Disabilities,87.7
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,White,90.1
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,Hispanic or Latino,77.6
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,English Language Learner,52.5
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,Economically Disadvantaged,71.3
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,Students with Disabilities,59.8
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,Asian or Native Hawaiian/Other Pacific Islander,97.1
441600010017,Orange,Newburgh City Sd,3,Newburgh Free Academy,2022,Black or African American,77.7
441800050006,Orange,Port Jervis City Sd,4,Port Jervis Senior High School,2022,White,86.9
441800050006,Orange,Port Jervis City Sd,4,Port Jervis Senior High School,2022,Hispanic or Latino,80.6
441800050006,Orange,Port Jervis City Sd,4,Port Jervis Senior High School,2022,Economically Disadvantaged,78.7
441800050006,Orange,Port Jervis City Sd,4,Port Jervis Senior High School,2022,Black or African American,89.9
441800050006,Orange,Port Jervis City Sd,4,Port Jervis Senior High School,2022,Students with Disabilities,71.8
441903020001,Orange,Tuxedo Ufsd,6,George F Baker High School,2022,White,94.4
442101060002,Orange,Warwick Valley Csd,6,Warwick Valley High School,2022,Hispanic or Latino,94.4
442101060002,Orange,Warwick Valley Csd,6,Warwick Valley High School,2022,White,98.3
442101060002,Orange,Warwick Valley Csd,6,Warwick Valley High School,2022,Economically Disadvantaged,92.0
442101060002,Orange,Warwick Valley Csd,6,Warwick Valley High School,2022,Students with Disabilities,92.4
442101060002,Orange,Warwick Valley Csd,6,Warwick Valley High School,2022,Black or African American,95.0
442115020001,Orange,Florida Ufsd,5,S S Seward Institute,2022,Hispanic or Latino,100.0
442115020001,Orange,Florida Ufsd,5,S S Seward Institute,2022,White,94.7
442115020001,Orange,Florida Ufsd,5,S S Seward Institute,2022,Economically Disadvantaged,85.7
450101060003,Orleans,Albion Csd,4,Charles D'Amico High School,2022,White,87.1
450101060003,Orleans,Albion Csd,4,Charles D'Amico High School,2022,Hispanic or Latino,85.3
450101060003,Orleans,Albion Csd,4,Charles D'Amico High School,2022,Economically Disadvantaged,80.1
450101060003,Orleans,Albion Csd,4,Charles D'Amico High School,2022,Black or African American,91.4
450101060003,Orleans,Albion Csd,4,Charles D'Amico High School,2022,Students with Disabilities,59.5
450607040002,Orleans,Kendall Csd,5,Kendall Junior-Senior High School,2022,White,97.6
450607040002,Orleans,Kendall Csd,5,Kendall Junior-Senior High School,2022,Economically Disadvantaged,93.7
450704040001,Orleans,Holley Csd,5,Holley Junior-Senior High School,2022,White,92.0
450704040001,Orleans,Holley Csd,5,Holley Junior-Senior High School,2022,Economically Disadvantaged,91.5
450801060004,Orleans,Medina Csd,4,Medina Junior-Senior Hs,2022,White,91.9
450801060004,Orleans,Medina Csd,4,Medina Junior-Senior Hs,2022,Economically Disadvantaged,87.6
451001040002,Orleans,Lyndonville Csd,5,L A Webber Middle-High School,2022,White,96.6
451001040002,Orleans,Lyndonville Csd,5,L A Webber Middle-High School,2022,Economically Disadvantaged,94.1
460102040006,Oswego,Altmar-Parish-Williamstown Csd,4,Altmar-Parish-Williamstown Jr/Sr Hs,2022,White,82.6
460102040006,Oswego,Altmar-Parish-Williamstown Csd,4,Altmar-Parish-Williamstown Jr/Sr Hs,2022,Economically Disadvantaged,77.5
460102040006,Oswego,Altmar-Parish-Williamstown Csd,4,Altmar-Parish-Williamstown Jr/Sr Hs,2022,Students with Disabilities,76.3
460500010005,Oswego,Fulton City Sd,3,G Ray Bodley High School,2022,White,86.9
460500010005,Oswego,Fulton City Sd,3,G Ray Bodley High School,2022,Economically Disadvantaged,77.6
460500010005,Oswego,Fulton City Sd,3,G Ray Bodley High School,2022,Students with Disabilities,76.9
460701040002,Oswego,Hannibal Csd,4,Hannibal High School,2022,White,81.2
460701040002,Oswego,Hannibal Csd,4,Hannibal High School,2022,Economically Disadvantaged,73.4
460701040002,Oswego,Hannibal Csd,4,Hannibal High School,2022,Students with Disabilities,68.0
460801060005,Oswego,Central Square Csd,5,Paul V Moore High School,2022,White,89.0
460801060005,Oswego,Central Square Csd,5,Paul V Moore High School,2022,Economically Disadvantaged,76.3
460801060005,Oswego,Central Square Csd,5,Paul V Moore High School,2022,Students with Disabilities,74.4
460901060003,Oswego,Mexico Csd,5,Mexico High School,2022,White,93.1
460901060003,Oswego,Mexico Csd,5,Mexico High School,2022,Economically Disadvantaged,89.6
460901060003,Oswego,Mexico Csd,5,Mexico High School,2022,Students with Disabilities,75.8
461300010008,Oswego,Oswego City Sd,5,Oswego High School,2022,Economically Disadvantaged,73.0
461300010008,Oswego,Oswego City Sd,5,Oswego High School,2022,Hispanic or Latino,60.0
461300010008,Oswego,Oswego City Sd,5,Oswego High School,2022,White,85.3
461300010008,Oswego,Oswego City Sd,5,Oswego High School,2022,Students with Disabilities,63.2
461801040001,Oswego,Pulaski Csd,4,Pulaski Middle-High School,2022,White,92.8
461801040001,Oswego,Pulaski Csd,4,Pulaski Middle-High School,2022,Economically Disadvantaged,88.4
461901040001,Oswego,Sandy Creek Csd,4,Sandy Creek High School,2022,White,93.4
461901040001,Oswego,Sandy Creek Csd,4,Sandy Creek High School,2022,Economically Disadvantaged,87.2
462001060006,Oswego,Phoenix Csd,5,John C Birdlebough High School,2022,Economically Disadvantaged,78.1
462001060006,Oswego,Phoenix Csd,5,John C Birdlebough High School,2022,White,87.2
462001060006,Oswego,Phoenix Csd,5,John C Birdlebough High School,2022,Students with Disabilities,48.8
470202040003,Otsego,Gilbertsville-Mount Upton Csd,4,Gilbertsville-Mount Upton Jr-Sr Hs,2022,White,93.8
470501040001,Otsego,Edmeston Csd,4,Edmeston Central School,2022,White,95.0
470801040001,Otsego,Laurens Csd,4,Laurens Central School,2022,White,90.0
470801040001,Otsego,Laurens Csd,4,Laurens Central School,2022,Economically Disadvantaged,81.3
470901040001,Otsego,Schenevus Csd,5,Schenevus Central School,2022,White,61.7
470901040001,Otsego,Schenevus Csd,5,Schenevus Central School,2022,Economically Disadvantaged,89.9
471101040001,Otsego,Milford Csd,4,Milford Central School,2022,White,96.9
471101040001,Otsego,Milford Csd,4,Milford Central School,2022,Economically Disadvantaged,100.0
471201040001,Otsego,Morris Csd,4,Morris Central School,2022,White,94.0
471400010002,Otsego,Oneonta City Sd,5,Oneonta Senior High School,2022,White,86.9
471400010002,Otsego,Oneonta City Sd,5,Oneonta Senior High School,2022,Economically Disadvantaged,60.7
471400010002,Otsego,Oneonta City Sd,5,Oneonta Senior High School,2022,Students with Disabilities,67.0
471601040005,Otsego,Otego-Unadilla Csd,4,Unatego Junior-Senior Hs,2022,White,89.2
471601040005,Otsego,Otego-Unadilla Csd,4,Unatego Junior-Senior Hs,2022,Economically Disadvantaged,89.2
471701040003,Otsego,Cooperstown Csd,5,Cooperstown Jr/Sr High School,2022,White,95.6
471701040003,Otsego,Cooperstown Csd,5,Cooperstown Jr/Sr High School,2022,Economically Disadvantaged,89.0
472001040002,Otsego,Richfield Springs Csd,4,Richfield Springs Jr/Sr High School,2022,White,88.9
472001040002,Otsego,Richfield Springs Csd,4,Richfield Springs Jr/Sr High School,2022,Economically Disadvantaged,83.1
472202040001,Otsego,Cherry Valley-Springfield Csd,5,Cherry Valley-Springfield Central,2022,White,93.3
472506040001,Otsego,Worcester Csd,5,Worcester School,2022,White,93.6
480101060001,Putnam,Mahopac Csd,6,Mahopac High School,2022,Hispanic or Latino,90.9
480101060001,Putnam,Mahopac Csd,6,Mahopac High School,2022,White,98.3
480101060001,Putnam,Mahopac Csd,6,Mahopac High School,2022,Economically Disadvantaged,90.0
480101060001,Putnam,Mahopac Csd,6,Mahopac High School,2022,Students with Disabilities,92.6
480102060005,Putnam,Carmel Csd,5,Carmel High School,2022,White,96.5
480102060005,Putnam,Carmel Csd,5,Carmel High School,2022,Hispanic or Latino,90.3
480102060005,Putnam,Carmel Csd,5,Carmel High School,2022,Economically Disadvantaged,87.5
480102060005,Putnam,Carmel Csd,5,Carmel High School,2022,Students with Disabilities,86.1
480401040002,Putnam,Haldane Csd,6,Haldane High School,2022,White,97.7
480401040002,Putnam,Haldane Csd,6,Haldane High School,2022,Economically Disadvantaged,97.2
480503040001,Putnam,Putnam Valley Csd,6,Putnam Valley High School,2022,White,97.7
480503040001,Putnam,Putnam Valley Csd,6,Putnam Valley High School,2022,Hispanic or Latino,100.0
480503040001,Putnam,Putnam Valley Csd,6,Putnam Valley High School,2022,Economically Disadvantaged,97.3
480503040001,Putnam,Putnam Valley Csd,6,Putnam Valley High School,2022,Students with Disabilities,96.7
480601060003,Putnam,Brewster Csd,6,Brewster High School,2022,Hispanic or Latino,77.4
480601060003,Putnam,Brewster Csd,6,Brewster High School,2022,White,96.4
480601060003,Putnam,Brewster Csd,6,Brewster High School,2022,Economically Disadvantaged,78.0
480601060003,Putnam,Brewster Csd,6,Brewster High School,2022,English Language Learner,43.2
480601060003,Putnam,Brewster Csd,6,Brewster High School,2022,Students with Disabilities,87.2
490101040006,Rensselaer,Berlin Csd,5,Berlin Middle School/High School,2022,White,87.2
490101040006,Rensselaer,Berlin Csd,5,Berlin Middle School/High School,2022,Economically Disadvantaged,75.8
490202040002,Rensselaer,Brunswick Csd (Brittonkill),5,Tamarac Middle School High School,2022,Economically Disadvantaged,84.4
490202040002,Rensselaer,Brunswick Csd (Brittonkill),5,Tamarac Middle School High School,2022,White,93.8
490202040002,Rensselaer,Brunswick Csd (Brittonkill),5,Tamarac Middle School High School,2022,Students with Disabilities,88.2
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,White,97.9
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,Hispanic or Latino,84.2
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,Multiracial,100.0
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,Economically Disadvantaged,92.3
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,Black or African American,93.3
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,Students with Disabilities,91.8
490301060007,Rensselaer,East Greenbush Csd,5,Columbia High School,2022,Asian or Native Hawaiian/Other Pacific Islander,95.0
490501060003,Rensselaer,Hoosick Falls Csd,5,Hoosick Falls High School,2022,White,88.3
490501060003,Rensselaer,Hoosick Falls Csd,5,Hoosick Falls High School,2022,Economically Disadvantaged,81.4
490501060003,Rensselaer,Hoosick Falls Csd,5,Hoosick Falls High School,2022,Students with Disabilities,75.0
490601060003,Rensselaer,Lansingburgh Csd,3,Lansingburgh Senior High School,2022,White,85.7
490601060003,Rensselaer,Lansingburgh Csd,3,Lansingburgh Senior High School,2022,Hispanic or Latino,75.0
490601060003,Rensselaer,Lansingburgh Csd,3,Lansingburgh Senior High School,2022,Economically Disadvantaged,81.9
490601060003,Rensselaer,Lansingburgh Csd,3,Lansingburgh Senior High School,2022,Black or African American,86.5
490601060003,Rensselaer,Lansingburgh Csd,3,Lansingburgh Senior High School,2022,Students with Disabilities,74.2
491200010007,Rensselaer,Rensselaer City Sd,3,Rensselaer Junior/Senior High,2022,Economically Disadvantaged,88.8
491200010007,Rensselaer,Rensselaer City Sd,3,Rensselaer Junior/Senior High,2022,White,94.2
491302060002,Rensselaer,Averill Park Csd,5,Averill Park High School,2022,White,94.4
491302060002,Rensselaer,Averill Park Csd,5,Averill Park High School,2022,Economically Disadvantaged,80.0
491302060002,Rensselaer,Averill Park Csd,5,Averill Park High School,2022,Students with Disabilities,81.8
491401040002,Rensselaer,Hoosic Valley Csd,5,Hoosic Valley Junior Senior High,2022,White,95.5
491401040002,Rensselaer,Hoosic Valley Csd,5,Hoosic Valley Junior Senior High,2022,Economically Disadvantaged,88.4
491501040002,Rensselaer,Schodack Csd,5,Maple Hill Jr/Sr High School,2022,White,95.9
491501040002,Rensselaer,Schodack Csd,5,Maple Hill Jr/Sr High School,2022,Economically Disadvantaged,90.9
491501040002,Rensselaer,Schodack Csd,5,Maple Hill Jr/Sr High School,2022,Students with Disabilities,86.7
491700010019,Rensselaer,Troy City Sd,3,Troy High School,2022,Hispanic or Latino,86.1
491700010019,Rensselaer,Troy City Sd,3,Troy High School,2022,White,92.9
491700010019,Rensselaer,Troy City Sd,3,Troy High School,2022,Multiracial,88.6
491700010019,Rensselaer,Troy City Sd,3,Troy High School,2022,Economically Disadvantaged,86.4
491700010019,Rensselaer,Troy City Sd,3,Troy High School,2022,Students with Disabilities,75.0
491700010019,Rensselaer,Troy City Sd,3,Troy High School,2022,Black or African American,87.4
500101060011,Rockland,Clarkstown Csd,6,Clarkstown North Senior Hs,2022,White,99.4
500101060011,Rockland,Clarkstown Csd,6,Clarkstown North Senior Hs,2022,Hispanic or Latino,87.2
500101060011,Rockland,Clarkstown Csd,6,Clarkstown North Senior Hs,2022,Economically Disadvantaged,88.2
500101060011,Rockland,Clarkstown Csd,6,Clarkstown North Senior Hs,2022,English Language Learner,59.6
500101060011,Rockland,Clarkstown Csd,6,Clarkstown North Senior Hs,2022,Students with Disabilities,94.7
500101060011,Rockland,Clarkstown Csd,6,Clarkstown North Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,99.3
500101060019,Rockland,Clarkstown Csd,6,Clarkstown South Senior Hs,2022,White,98.3
500101060019,Rockland,Clarkstown Csd,6,Clarkstown South Senior Hs,2022,Hispanic or Latino,94.5
500101060019,Rockland,Clarkstown Csd,6,Clarkstown South Senior Hs,2022,Economically Disadvantaged,90.2
500101060019,Rockland,Clarkstown Csd,6,Clarkstown South Senior Hs,2022,Black or African American,96.9
500101060019,Rockland,Clarkstown Csd,6,Clarkstown South Senior Hs,2022,Students with Disabilities,90.3
500101060019,Rockland,Clarkstown Csd,6,Clarkstown South Senior Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
500108030004,Rockland,Nanuet Ufsd,6,Nanuet Senior High School,2022,White,98.1
500108030004,Rockland,Nanuet Ufsd,6,Nanuet Senior High School,2022,Hispanic or Latino,87.1
500108030004,Rockland,Nanuet Ufsd,6,Nanuet Senior High School,2022,Economically Disadvantaged,89.5
500108030004,Rockland,Nanuet Ufsd,6,Nanuet Senior High School,2022,Students with Disabilities,87.6
500108030004,Rockland,Nanuet Ufsd,6,Nanuet Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,White,96.5
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,Hispanic or Latino,87.2
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,Economically Disadvantaged,86.5
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,English Language Learner,65.5
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,Students with Disabilities,78.6
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,Black or African American,93.2
500201060009,Rockland,Haverstraw-Stony Point Csd (North Ro,5,North Rockland High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.9
500301060007,Rockland,South Orangetown Csd,6,Tappan Zee High School,2022,Hispanic or Latino,90.4
500301060007,Rockland,South Orangetown Csd,6,Tappan Zee High School,2022,White,98.2
500301060007,Rockland,South Orangetown Csd,6,Tappan Zee High School,2022,Economically Disadvantaged,87.9
500301060007,Rockland,South Orangetown Csd,6,Tappan Zee High School,2022,Students with Disabilities,87.0
500301060007,Rockland,South Orangetown Csd,6,Tappan Zee High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.8
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,White,99.2
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,Hispanic or Latino,80.4
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,Economically Disadvantaged,85.0
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,English Language Learner,66.0
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,Students with Disabilities,88.8
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.4
500304030006,Rockland,Nyack Ufsd,5,Nyack Senior High School,2022,Black or African American,95.1
500308030008,Rockland,Pearl River Ufsd,6,Pearl River High School,2022,Hispanic or Latino,97.5
500308030008,Rockland,Pearl River Ufsd,6,Pearl River High School,2022,White,99.8
500308030008,Rockland,Pearl River Ufsd,6,Pearl River High School,2022,Economically Disadvantaged,100.0
500308030008,Rockland,Pearl River Ufsd,6,Pearl River High School,2022,Students with Disabilities,100.0
500308030008,Rockland,Pearl River Ufsd,6,Pearl River High School,2022,Asian or Native Hawaiian/Other Pacific Islander,93.3
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,White,99.2
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,Hispanic or Latino,84.3
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,Economically Disadvantaged,86.0
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,Black or African American,92.9
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,Students with Disabilities,94.3
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,English Language Learner,60.9
500401060009,Rockland,Suffern Csd,6,Suffern Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,95.6
500402060014,Rockland,East Ramapo Csd (Spring Valley),3,Spring Valley High School,2022,Economically Disadvantaged,76.6
500402060014,Rockland,East Ramapo Csd (Spring Valley),3,Spring Valley High School,2022,Hispanic or Latino,65.1
500402060014,Rockland,East Ramapo Csd (Spring Valley),3,Spring Valley High School,2022,English Language Learner,55.6
500402060014,Rockland,East Ramapo Csd (Spring Valley),3,Spring Valley High School,2022,Black or African American,92.4
500402060014,Rockland,East Ramapo Csd (Spring Valley),3,Spring Valley High School,2022,Students with Disabilities,81.0
500402060018,Rockland,East Ramapo Csd (Spring Valley),3,Ramapo High School,2022,English Language Learner,54.8
500402060018,Rockland,East Ramapo Csd (Spring Valley),3,Ramapo High School,2022,Hispanic or Latino,70.0
500402060018,Rockland,East Ramapo Csd (Spring Valley),3,Ramapo High School,2022,Economically Disadvantaged,78.5
500402060018,Rockland,East Ramapo Csd (Spring Valley),3,Ramapo High School,2022,Black or African American,89.2
500402060018,Rockland,East Ramapo Csd (Spring Valley),3,Ramapo High School,2022,Students with Disabilities,91.0
500402060018,Rockland,East Ramapo Csd (Spring Valley),3,Ramapo High School,2022,Asian or Native Hawaiian/Other Pacific Islander,92.0
510101040003,Saint Lawrence,Brasher Falls Csd,4,St Lawrence High School,2022,White,89.1
510101040003,Saint Lawrence,Brasher Falls Csd,4,St Lawrence High School,2022,Economically Disadvantaged,81.2
510201060003,Saint Lawrence,Canton Csd,5,H C Williams Senior High Sch,2022,White,87.6
510201060003,Saint Lawrence,Canton Csd,5,H C Williams Senior High Sch,2022,Economically Disadvantaged,72.3
510401040001,Saint Lawrence,Clifton-Fine Csd,4,Clifton-Fine Junior-Senior High Sch,2022,White,87.6
510401040001,Saint Lawrence,Clifton-Fine Csd,4,Clifton-Fine Junior-Senior High Sch,2022,Economically Disadvantaged,83.8
510501040001,Saint Lawrence,Colton-Pierrepont Csd,5,Colton-Pierrepont Central School,2022,White,94.1
511101060005,Saint Lawrence,Gouverneur Csd,4,Gouverneur High School,2022,White,86.8
511101060005,Saint Lawrence,Gouverneur Csd,4,Gouverneur High School,2022,Economically Disadvantaged,79.6
511101060005,Saint Lawrence,Gouverneur Csd,4,Gouverneur High School,2022,Students with Disabilities,61.1
511201040001,Saint Lawrence,Hammond Csd,4,Hammond Central School,2022,White,83.9
511301040002,Saint Lawrence,Hermon-Dekalb Csd,4,Hermon-Dekalb Central School,2022,Economically Disadvantaged,92.2
511301040002,Saint Lawrence,Hermon-Dekalb Csd,4,Hermon-Dekalb Central School,2022,White,93.5
511602040002,Saint Lawrence,Lisbon Csd,4,Lisbon Central School,2022,White,94.7
511602040002,Saint Lawrence,Lisbon Csd,4,Lisbon Central School,2022,Economically Disadvantaged,93.1
511901040001,Saint Lawrence,Madrid-Waddington Csd,5,Madrid-Waddington Jr-Sr Hs,2022,Economically Disadvantaged,95.0
511901040001,Saint Lawrence,Madrid-Waddington Csd,5,Madrid-Waddington Jr-Sr Hs,2022,White,97.0
512001060008,Saint Lawrence,Massena Csd,4,Massena Senior High School,2022,White,83.8
512001060008,Saint Lawrence,Massena Csd,4,Massena Senior High School,2022,Economically Disadvantaged,74.1
512001060008,Saint Lawrence,Massena Csd,4,Massena Senior High School,2022,Students with Disabilities,59.4
512001060008,Saint Lawrence,Massena Csd,4,Massena Senior High School,2022,American Indian or Alaska Native,87.2
512101040001,Saint Lawrence,Morristown Csd,4,Morristown Central School,2022,White,87.7
512101040001,Saint Lawrence,Morristown Csd,4,Morristown Central School,2022,Economically Disadvantaged,87.5
512201040001,Saint Lawrence,Norwood-Norfolk Csd,4,Norwood-Norfolk School,2022,Economically Disadvantaged,80.7
512201040001,Saint Lawrence,Norwood-Norfolk Csd,4,Norwood-Norfolk School,2022,White,89.3
512300010009,Saint Lawrence,Ogdensburg City Sd,4,Ogdensburg Free Academy,2022,White,83.5
512300010009,Saint Lawrence,Ogdensburg City Sd,4,Ogdensburg Free Academy,2022,Economically Disadvantaged,73.5
512300010009,Saint Lawrence,Ogdensburg City Sd,4,Ogdensburg Free Academy,2022,Students with Disabilities,54.0
512404040001,Saint Lawrence,Heuvelton Csd,4,Heuvelton Central School,2022,White,86.9
512501040004,Saint Lawrence,Parishville-Hopkinton Csd,4,Parishville-Hopkinton Jr-Sr Hs,2022,White,94.3
512501040004,Saint Lawrence,Parishville-Hopkinton Csd,4,Parishville-Hopkinton Jr-Sr Hs,2022,Economically Disadvantaged,85.3
512902060003,Saint Lawrence,Potsdam Csd,5,Potsdam Senior High School,2022,Economically Disadvantaged,75.0
512902060003,Saint Lawrence,Potsdam Csd,5,Potsdam Senior High School,2022,White,93.5
512902060003,Saint Lawrence,Potsdam Csd,5,Potsdam Senior High School,2022,Students with Disabilities,68.8
513102040002,Saint Lawrence,Edwards-Knox Csd,4,Edwards-Knox Junior-Senior Hs,2022,White,82.6
513102040002,Saint Lawrence,Edwards-Knox Csd,4,Edwards-Knox Junior-Senior Hs,2022,Economically Disadvantaged,74.1
520101060006,Saratoga,Burnt Hills-Ballston Lake Csd,6,Burnt Hills-Ballston Lake Sr Hs,2022,White,96.0
520101060006,Saratoga,Burnt Hills-Ballston Lake Csd,6,Burnt Hills-Ballston Lake Sr Hs,2022,Economically Disadvantaged,87.2
520101060006,Saratoga,Burnt Hills-Ballston Lake Csd,6,Burnt Hills-Ballston Lake Sr Hs,2022,Students with Disabilities,86.6
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,Hispanic or Latino,89.6
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,White,95.5
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,Multiracial,93.3
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,Economically Disadvantaged,82.6
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,Black or African American,92.1
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,Students with Disabilities,76.9
520302060001,Saratoga,Shenendehowa Csd,5,Shenendehowa High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.1
520401040007,Saratoga,Corinth Csd,5,Corinth High School,2022,White,87.5
520401040007,Saratoga,Corinth Csd,5,Corinth High School,2022,Economically Disadvantaged,77.6
520701040002,Saratoga,Galway Csd,5,Galway Jr/Sr High School,2022,White,93.8
520701040002,Saratoga,Galway Csd,5,Galway Jr/Sr High School,2022,Economically Disadvantaged,81.9
521200050003,Saratoga,Mechanicville City Sd,5,Mechanicville Junior-Senior Hs,2022,White,90.8
521200050003,Saratoga,Mechanicville City Sd,5,Mechanicville Junior-Senior Hs,2022,Economically Disadvantaged,81.4
521200050003,Saratoga,Mechanicville City Sd,5,Mechanicville Junior-Senior Hs,2022,Students with Disabilities,68.4
521301060001,Saratoga,Ballston Spa Csd,5,Ballston Spa Senior High School,2022,White,89.4
521301060001,Saratoga,Ballston Spa Csd,5,Ballston Spa Senior High School,2022,Hispanic or Latino,73.3
521301060001,Saratoga,Ballston Spa Csd,5,Ballston Spa Senior High School,2022,Economically Disadvantaged,74.7
521301060001,Saratoga,Ballston Spa Csd,5,Ballston Spa Senior High School,2022,Students with Disabilities,74.0
521401040007,Saratoga,South Glens Falls Csd,5,South Glens Falls Senior High School,2022,White,91.3
521401040007,Saratoga,South Glens Falls Csd,5,South Glens Falls Senior High School,2022,Economically Disadvantaged,81.7
521401040007,Saratoga,South Glens Falls Csd,5,South Glens Falls Senior High School,2022,Students with Disabilities,77.3
521701040002,Saratoga,Schuylerville Csd,5,Schuylerville High School,2022,White,93.9
521701040002,Saratoga,Schuylerville Csd,5,Schuylerville High School,2022,Economically Disadvantaged,82.9
521701040002,Saratoga,Schuylerville Csd,5,Schuylerville High School,2022,Students with Disabilities,81.3
521800010010,Saratoga,Saratoga Springs City Sd,5,Saratoga Springs High School,2022,Hispanic or Latino,83.4
521800010010,Saratoga,Saratoga Springs City Sd,5,Saratoga Springs High School,2022,White,95.0
521800010010,Saratoga,Saratoga Springs City Sd,5,Saratoga Springs High School,2022,Multiracial,93.3
521800010010,Saratoga,Saratoga Springs City Sd,5,Saratoga Springs High School,2022,Economically Disadvantaged,84.3
521800010010,Saratoga,Saratoga Springs City Sd,5,Saratoga Springs High School,2022,Students with Disabilities,77.1
522001040003,Saratoga,Stillwater Csd,5,Stillwater Middle School High School,2022,White,88.8
522001040003,Saratoga,Stillwater Csd,5,Stillwater Middle School High School,2022,Economically Disadvantaged,68.7
522001040003,Saratoga,Stillwater Csd,5,Stillwater Middle School High School,2022,Students with Disabilities,60.0
522101030004,Saratoga,Waterford-Halfmoon Ufsd,5,Waterford-Halfmoon Junior-Senior,2022,Economically Disadvantaged,87.9
522101030004,Saratoga,Waterford-Halfmoon Ufsd,5,Waterford-Halfmoon Junior-Senior,2022,White,92.6
530101040001,Schenectady,Duanesburg Csd,5,Duanesburg High School,2022,White,97.5
530101040001,Schenectady,Duanesburg Csd,5,Duanesburg High School,2022,Economically Disadvantaged,91.5
530202060006,Schenectady,Scotia-Glenville Csd,5,Scotia-Glenville Senior High School,2022,Economically Disadvantaged,77.3
530202060006,Schenectady,Scotia-Glenville Csd,5,Scotia-Glenville Senior High School,2022,White,92.5
530202060006,Schenectady,Scotia-Glenville Csd,5,Scotia-Glenville Senior High School,2022,Students with Disabilities,74.7
530301060007,Schenectady,Niskayuna Csd,6,Niskayuna High School,2022,Hispanic or Latino,95.5
530301060007,Schenectady,Niskayuna Csd,6,Niskayuna High School,2022,White,97.4
530301060007,Schenectady,Niskayuna Csd,6,Niskayuna High School,2022,Economically Disadvantaged,90.0
530301060007,Schenectady,Niskayuna Csd,6,Niskayuna High School,2022,Black or African American,89.6
